35331,書籍等あわせて教えていただけるとありがたいです
35332,9月、短期、東京で探しています
35333,希望は長期なのですが研究との兼ね合いもあるので、どちらも教えていただきたいです！
35346,今ワークスの2次選考の結果が届き、合格だったのでご紹介いただいたインターンは遠慮しておきます。親切にありがとうございます！
35348,これは今年の夏に行われるインターンですか？
35351,ありがとうございます。宜しくお願いします。
35352,ありがとうございます！頑張ります！！
35355,京大_鈴木康真_18卒がスタンプを送信しました。
35358,ありがとうございます。上記はホテルやブライダルが中心だと思いますが、旅行系の企業のおすすめのインターンがもしありましたら、教えていただきたいです。
35364,なるほど、そうですよね。ありがとうございます。
35365,それと、よく｢旅行業界はブラック｣というウワサを聞くのですが、実際はどんな感じなのですか？？
35368,ありがとうございました！
35369,なるほど、旅行関係の会社に入ると、始めはだいたい添乗員をやることになるんですか？
35370,質問多くてごめんなさい。
35371,技術職です。承知致しました。
35375,いえ！まだ自分が探り探りでやっている状態なので有難いですまたよろしくお願いします！
35377,なるほど、ありがとうございます。旅行・観光業界に興味があるので、いろいろ調べてみます！また有益な情報がありましたら、教えていただけると嬉しいです！
35378,あまり受けていないので大丈夫ですよ。某私大です。
35379,見つけてくださった企業を教えてください。
35380,特に、ありません。
35381,詳しくありがとうございます！セミナーとかもあるのですね、、秋選考に向けて対策していこうと思います！
35382,ESにたくさんかいてしまったのですが、その上でPRすることは一つでも大丈夫でしょうか...？
35384,27日と28日の予定を確認したところ両日予定が入ってしまっていました。すみません...またこのような講座がありましたらご紹介頂けたら幸いです。よろしくお願いいたします。
35387,いま海外にいるので参加できないです。ご連絡ありがとうございます。
35389,小川徹と申しますよろしくお願いします名古屋大学大学院修士2年多元数理科学専攻(数学専攻)友達に教えて貰いました
35390,興味はあるのですが、20日は都合が合わないので行けません。。ご紹介ありがとうございました。また別のセミナーなどあれば教えていただきたいです！
35403,ご連絡ありがとうございます1度企業研究を行なわせて頂きます。長文お気になさらず！24時間運行は便利でしたね、セントラルロンドンまで一直線でしたし笑
35405,ありがとうございます。 1度エントリーしてみます。
35409,GDに関してアドバイスをくださりありがとうございます！毎回本当に感謝しています！上記を意識して挑んできます！
35412,九州大学、修士１年、材料物性工学専攻、食堂に貼ってあったから
35418,よろしくお願いします。
35419,ありがとうございます(>_<)わかりました！！引き続きよろしくお願いいたします(>_<)
35424,新日鉄住金ソリューションズの面接に落ちてしまい、ネオキャリアさんの一次選考の結果待ちです
35425,グループディスカッションにおいてどこが重視されているのでしょうか
35426,事細かくありがとうございます！！m(_ _)m考えてみます！！！
35427,質問に対する答えを見ていただくことはできますか？？(>_<)
35428,わざわざありがとうございます。
35439,ご連絡ありがとうございます。もう予定が入ってしまっているので12.13日のままで大丈夫です。よろしくお願いいたします。
35441,ありがとうございます(>_<)よろしくお願いいたしますm(_ _)m
35454,明学_茂木リホ_17卒が画像を送信しました
35455,履歴書はこのような内容で提出してあります！
35476,生憎その日に都合が悪いですが、情報ありがとうございます〜
35485,長文になってしましました。。ご確認お願いいたします。
35487,はい、かしこまりました。
35488,とても参加したいのですが、25～29はネットプロテクションズというベンチャーのインターンに参加するので無理そうです。。。
35489,プログラミングは身に付けたい要素なので機会がありましたらぜひまた教えてください！
35490,浜学園は、新卒者も講師になるのでしょうか？
35491,それと、講師教育とは具体的に何をするのでしょうか？
35494,大丈夫です！
35496,機械メーカーを受けようと思っております。タダノや井関農機など、機械で世界の産業を支えている企業です。
35498,進んでおりません！
35510,就職活動とはどの位から始めているものなのですか？また、インターンシップの参加によって就職への影響はあるのですか？
35517,はーい
35518,こんにちは。まだ定員に達していなかったら1dayプログラミング講座にぜひ参加させていただきたいです。
35519,東京工業大学生命理工学部の頼金瞳です。ぜひ参加したいです！よろしくお願い致します。
35522,はい、ありがとうございます！
35523,ありがとうございます！
35529,ありがとうございます。周りの人にも紹介します！
35530,メーカーのインターンでまだ締め切ってないところなどはありますでしょうか？
35540,お手数ですが、スケジュールの方よろしくお願いします。
35541,電気系の学科に所属してます。
35542,ありがとうございます。
35543,以前紹介いただいたLoco partnersの志望動機への添削をお願いしてもいいですか？
35545,よろしくお願いします。ありがとうございます！是非紹介させていただきたいと思います。
35546,すみません、予定が入っています！
35547,千葉大学、4年、経済です！
35562,ありがとうございます！
35563,これはゼネラルパートナーズという株式会社のものなんですが、これもお願いします
35564,学力がなくても採用されますか？
35570,そーですね、、、なんか抵抗がある感じかもしれないですね。。。どーしたらいいのか本当によくわかりません。。。
35571,わかりました！こちらこそいいお返事できずに申し訳ないです。次回行ければ行きたいと思います！宜しくお願いします！
35572,TOEICは受けないといけませんか？
35577,かしこまりました。よろしくお願いします。
35578,ありがとうございます。ご指摘をもとにもう一度書き直してみようと思います。
35582,有難うございます！
35585,わざわざありがとうございます。有意義に使わせて頂きます。
35587,ご連絡が遅れ大変申し訳ありません。まだ定員に達していませんでしたら、8月27日(土)の回に参加させていただきたく存じます。よろしくお願い致します。
35588,添削ありがとうございましたm(_ _)m
35589,役員面接落ちてしまったと思います.....1時間の時間があったのに30分しか面接していませんでした....そしてあまり深堀はされませんでした....
35590,大変申し訳ございません。先ほど、２７日（土）の回と申し上げましたが、２８日（日）の回の参加でよろしくお願いいたします。
35598,実際に業務を体験できるところが好ましいです！
35602,ありがとうございます(>_<)そうですね。連絡を待ってみます。他の企業には現在エントリーしていませんので、これからエントリーしていきます！
35603,オススメのインターンシップイベントはありますか？
35606,続けざまに申しわけありません。よろしくお願い致します。
35609,30はなしということですか？
35610,東京に住んでいるので、スカイプでなくて大丈夫です。
35611,２７日（土）は選考が入る可能性がございまして、仮予約でも構いませんでしたら、よろしくお願いいたします。
35612,また、現在、IT企業を中心に７～８社の選考（面接）を進めております。２社は最終選考が近日にあります。
35616,でも、正直なところ、客観的に僕の反省点を教えてほしいです。自分にもよくわかりません。
35617,三重県公務員に合格しました、、、
35619,コンサルティング業界について教えてください
35620,自己分析してみたいです！
35628,ITコンサルに新卒でなる場合、ITスキルはどの程度必要ですか?
35646,ありがたいです！よろしくお願いいたします(>_<)アクロクエスト様のことご連絡出来ずすみません...(>_<)
35651,大手じゃなくても大丈夫です！場所は東京近辺でよろしくお願いします！
35657,こんにちは、エリーパワー様の選考ですが、25日15時からに決定致しました
35704,ありがとうございました。無事履歴書が提出できました。
35771,紹介してくださり、ありがとうございます。今回は日程が大学の授業日と被ってしまうので参加できません。
35779,論理的思考力や思考体力はどのように測定しますか?
35781,すみません。。もう一度アクロクエスト様について見直してみます。それからお返事させて頂いてもよろしいでしょうか？(>_<)
35782,こんにちは。ご連絡ありがとうございます。来週でしたら、23日の午後と26日の午後以外なら時間が空いております。よろしくお願い致します。
35783,ご予約していただきありがとうございます。万が一、27日が参加できませんでしたら、９月の回に参加させていただきたく存じます。
35785,事務系出来れば公務員に近いお仕事でまだ応募できるものありますか？
35786,応募したものに落ちてしまって
35790,ありがとうございます。ESでインターンの選考結構な数落ちているので、早く書き方を身に付けたいです。
35799,お久しぶりです！アクロクエストさんからの連絡って前に送ったメールアドレス宛に来ますか？
35800,市役所とか庁とか今都庁のものには応募していますが、1日のみなのでちょっと不安で
35801,厳しかったら、普通の企業の事務系の情報があればお願いしたいです
35802,わかりました！ありがとうございます(^^)
35803,インターンは民間しか出していませんが、最近色々考えて、埼玉県庁を目指すことにしました。
35804,ご返信ありがとうございます。ＥＳの提出や面接日時の確定などは済んでおりません。
35805,とりあえず部活の先輩の教材をもらって少し勉強を始めたところです。
35806,それと、日清のES通りました！(仕掛け絵本のやつです)次は面談だそうです。
35807,ありがとうございます(>_<)またご連絡させていただきます！
35808,23日迄にはご連絡いたします。
35810,今はこのように考えています。もう少し具体化した方がいい箇所、意味不明な箇所、その他厳しいご意見を頂けたら幸いです。
35811,一点付け加えですが、もしも裁量が30代で満足に頂けたら、起業はしません。会社の中だとリスクは低いし、起業したいのは自分がやりたいことをやりたいだけやりたいからです。
35813,興味のある企業は化学系です。
35818,うまくかけていないと思いますが、このようなことでよいでしょうか？
35819,はい、そこまで大きなことでなくとも部署の中でトップになるとか、自力でなれることを目標として、夢として語れることだけで十分なのですね。
35820,是非お願いしたいです。23日の17時などは可能でしょうか？ 無理なようでしたらもう少し早い時間に調整致します。
35824,9月末のインターンプログラムにぜひ参加したいと考えているのですが、「就活Myコンシェル」経由とは、どのように応募すればよいでしょうか？
35825,夜分遅くにごめんなさい27日に選考が入ってしまったため28日に変更することができますか。
35826,東京理科大学理学部第一部物理学科3年生このサービスは、郵送DMで知りました。よろしくお願いします！
35827,確かに天気悪いですね。
35831,就活の準備として、何をしたらよいかわかりません
35832,ありがとうございます3 面接におけるやり取りにおいて、気をつけておくことは何ですか?
35833,こんにちわ
35834,就職に関する相談をしたいです
35853,いま大丈夫です
35854,はい、現在3年生です。
35869,就活を今まで甘く見てまして内々定もらっていたところを辞退してしまいまして就職先がないという状態です。
35876,はい、お話させていただいてよろしいでしょうか。
35886,把握できました疑問点はございません
35888,よろしくお願いします
35890,今日中には送れると思います
35892,今のところは食品メーカーを中心にエントリーしましたが、ほぼ全部だめでした。
35893,インターン先にお土産持っていた方がいいですか？
35896,はい。
35900,明日は一次面談が終わり通っていれば午後に二次というのでいいのでしょうか？
35901,こんばんは。法務省の保護監察官区分で最終合格いたしました。今後は管区面接があります。警視庁はまだ結果待ち、というところです。
35903,以上です。
35904,お疲れ様です。ES書くのが苦手なのですがどうしたら良いでしょうか？
35905,すいません、就活の状況はデザインネットワークという会社から内定を頂いた段階です
35906,今日説明会と筆記テストに伺いました。とてもいい会社でぜひ入りたいと思ったのですが、筆記テストが...って感じでした
35907,ありがとうございます！確認します
35910,ありがとうございます！！そうです、あまり行きたいとは思ってません！！
35913,なるほど。ありがとうございます。
35915,大丈夫です！具体例をお願いします。
35917,かしこまりました
35919,すみません、まとまっていなくて…
35922,はい！
35923,先ほど連絡頂きました！
35926,ありがとうございます！よろしくお願い致します
35927,電話面談のご連絡、ありがとうございます。内容について、すべて承知いたしました。
35928,ありがとうございます！では27をキャンセルでお願いいたします
35930,はじめまして！弘前大学 人文学部 3年  現代社会課程 国際社会コース所属です！サービスを利用している友人に紹介してもらって利用しました！
35946,ありがとうございます！具体的な書き方を教えていただきたいです！
35947,しっかり理解できました
35949,ありがとうございます
35950,ありがとうござきます！！しっかり、見てきたいと思います！！
35952,それ以外だとしばらく厳しく。。
35954,モチベーションの源泉になっているものがわかりません
35955,中部大学応用生物学部応用生物化学科インスタグラムで流れてきて、見つけました！
35956,なるほどー！インターンシップは自分の就きたい業種中心に参加するのがよいのでしょうか？
35967,ご連絡遅くなりすみません。残念ながら日程がすべて合わないので参加できなあです。
35968,はい、時間はとれます！携帯番号でよろしいですか？
35969,ないですm(_ _)m
35972,こんにちは。是非よろしくお願い致します！志望動機など改めて聞いて頂きたいです。本日の16時以降でしたらいつでも大丈夫です！
35974,了解しました！よろしくお願いします
35982,はじめまして
35997,ありがとうございます。何卒よろしくお願いします！
35998,調整してみます。。
35999,9/1、2の朝11時から本社で如何でしょうか？
36001,これをどうにか短く説明出来ないかなと考えています。
36002,理想科学工業さんの面談で受けた学生時代本当に頑張ったって自信を言えることについてのアドバイスから考えてみたのですが、うまくまとまっているでしょうか？
36003,理想科学工業さんの面談で受けた時に、学生時代本当に頑張ったって自信を言えることについてのアドバイスをうけて考えてみたのですが、うまくまとまっているでしょうか？
36004,ものをつくることと言うよりも、基礎を学び、応用していくより深く理解していくとかの方がいいでしょうか？
36005,ものをつくることと言うよりも、基礎を学び、応用していくことでより深く理解していくとかの方がいいでしょうか？
36006,優良化学メーカーを教えてください
36011,了解しました！設問毎に送信します！
36017,です。
36018,今出先なので帰宅したら連絡します
36023,わかりました。ご連絡、ありがとうございます。質問事項がありましたら、また連絡させていただきます。
36024,今電話できます
36025,遅くなってすいません
36027,その他に関しては相談に乗ってもらった内容と同様です！
36030,ありがとうございます。宜しくお願いします長期は日程的に厳しいので短期を希望しています。今のところ興味のある業種は、広告・メディアと、コンサル、美容です
36041,名古屋だと行きやすいのでありがたいですが、東京でも大阪でも行きたいところなら行く覚悟はあります！
36045,譲れないポイントとしては休日、給料、勤務地の他に何かありますでしょうか？
36052,では、とりあえず勤務地は県外に視野を広げます
36057,お願いします。最低水準生活できればとりあえずは大丈夫ですのでよろしくお願いします
36062,わかりました。後者で考えていきます
36071,短期間でやれるバイトとかあったら教えて欲しいです！
36073,お久しぶりです。先日インターンシップに参加してまいりました。お礼状を書くのですが、便箋の枚数に制限はあるのでしょうか。教えていただきたく存じます。
36074,私の強みはものづくりへの興味やこだわりで実際にいろんな物を作ってきた経験とその中から感じた想いだと思うのでそれをしっかり伝えれるように頑張ります
36075,畏まりました。メールが来るということでしょうか？
36076,開催地は東北周辺で短期のものでお願いしたいです。
36077,接客業全般でお願いします！
36078,これからもよろしくお願いします！
36082,･奈良県･プログラマー･新卒募集これらの条件を満たす企業はありますか？
36083,夜分遅くに失礼します。金融の知識や金融業界のことを知ることができる短期インターンってご存知ありますか？
36084,ご連絡が遅れ、も申し訳ございません。それでは、２７日によろしくお願いいたします。
36085,はい、分かりました！ありがとうございます！
36092,ありがとうございます。よろしくお願い致します。
36101,こんにちは。内容や条件等を拝見させていただき、今回は応募しないことにしました。ご連絡ありがとうございました。
36106,おはようございます！月曜日にフィットコーポレーションに応募しましたが、まだ連絡が帰ってきておりません。
36110,おはようございます。いえ、経済的な事情で地方から東京まで通うのは難しいので応募は見送りました。ご紹介頂きありがとうございました。
36113,ありがとうございます！長期インターンではないですが、以前ご紹介いただいた短期インターン2のBizcamに興味を持っています。
36115,こんにちわ
36116,わきぐちさん
36117,こんにちはどちらも興味のある企業ですが、優先度ではアクロクエスト株式会社の方に興味があります。
36119,こんにちは。ご連絡ありがとうございます。申し訳ありませんが、今回ご紹介していただいたものには応募いたしませんでした
36120,今回はこのような運びとなりましたが、今後もよろしくお願いいたします。
36126,大学の実習で習いました。ゼミもプログラミングをしています。
36127,プログラミングの能力は普通ぐらいです。
36131,はい、大丈夫です。よろしくお願いします！
36135,ありがとうございます！サービス業だとどのようなインターンシップがありますか？
36141,お手数おかけします。ありがとうございます！
36150,ありがとうございました。
36154,ご連絡ありがとうございます。かしこまりました。
36158,ありがとうございます、助かります！
36170,申し訳ありません。その日は違うインターンが入っているため参加できません
36171,ご連絡ありがとうございます。申し訳ありませんが、留学中のため日程が合わず参加できません。次回ぜひお願いいたします。
36191,すみませんが都合が合わないのでお断りさせていただいてもよろしいでしょうか
36192,ありがとうございます。すみません。その日は予定が入っていました。
36196,現在はNEC通信システムの選考結果待ちです。今週の土曜日の件ですが、予定がある為行くことが出来ません。大変申し訳ございません。
36197,ご連絡ありがとうございます。色々と模索してみたのですが、日程の都合がつけられそうにありません。せっかく頂いた機会ですのに、申し訳ありません。
36198,質問なのですが、キャリアコンサルであったり、コンサル業界の実務を垣間見れる有給長期インターンなどはあるのでしょうか
36199,すみません、現在webプログラミングについては長期インターンをやらせて頂いており、そちらに注力すれば十分だと考えているため参加は見送らせていただきたいですm(_ _)m
36225,ありがとうございます！またよろしくお願いします！
36270,できれば東京メトロ千代田線や山手線沿線がありがたいです！
36304,すみませんが9月は他のインターンが入ってしまっておりまして残念ながら参加致すことはできません。
36306,ありがとうございます。今後とも、どうかよろしくお願いいたします。
36308,誠に申し訳ありません今月と来月は別に予定があります。面談の件は中止にさせて頂きたいです。
36309,こちらこそありがとうございます。またよろしくお願いいたします。
36311,ありがとうございます！スターパートナーズとパートナーズについてもう少し詳細を頂けますか！
36312,お久しぶりです！長らく連絡が滞ってしまい大変申し訳ありません。どのインターンシップも条件が適さず申し込めておりませんでした。
36314,申し訳ありませんその期間は帰省してます
36315,再生可能エネルギー
36316,ありがとうございます。
36317,はい、毎度ありがとうございます！
36318,それ以外あと2社あるので、多分そんなに余裕が取れないと思いますが…ご連絡ありがとうございます〜
36319,分かりました。ありがとうございます！
36325,そうです
36326,実際にどういう風に働いているのか説明していただいて働くイメージが少しできました
36328,時間にシビアな厳しい環境でも通用するストレス耐性であったり、任されたことを最後までやりぬく意思をアピールするのがいいでしょうか？
36329,アルバイトのガソリンスタンドでの洗車作業や整備作業で時間に終われながら完璧な仕事をするという経験していたのでそういうことを話せばいいんでしょうか？
36333,あかさ
36335,はら
36336,ゆ
36337,や
36338,きました！
36344,また給油作業や接客作業でもオーダーミスが許される現場じゃないのでお客様への確認、車の給油口の確認は特に意識してましたね
36345,せっかくのお話だったのですが、日程が合いませんでした
36348,すみません
36350,個人情報を教えるのは怖いです。丁寧な御返事をありがとうございました。
36351,ガソリンスタンドだと割と当たり前なことしかしていないと思いますが、それでもすごくストレスと戦いながら自分を高めれた経験のひとつではあるかなと感じています
36352,辞めた理由は就職活動と、上司や会社の体制による現場の責任負担が重いのに待遇が悪いので学業と並行しては出来ないと感じたからです
36356,事務作業嫌いなのに押し付けて来るときは接客給油も意識しながらやれっていうのに、自分が事務作業するときは私に完全に任せっきりだったんです、笑
36357,返信遅れましたごめんなさい、大学のほうが始まってしま１０日間は難しいです…
36365,はい！ありがとうございます！
36388,何聞かれるのですかね？とくに用意していかなくても大丈夫ですか？、
36390,筑波院_竹内高広_18卒がスタンプを送信しました。
36392,本当ですか？もし可能であればぜひ参加させて頂きたいです！
36393,接客業を含めたサービス業だといいです！あまり具体的にイメージが湧かなくて…
36394,あと、スターバックスのインターンシップに申し込みをして、エントリーシートの提出をしなければならないのですが、書くときのポイントを教えてほしいです！
36395,お願いいたします
36396,はい！
36398,ごめんなさい、ちょっと日程が合わないので参加は見送らせていただきます。
36401,同じ明治大学のアイセックという学生団体からのご紹介です。色々と意見を聞きたいので、よろしくお願い致します。、
36403,すいませんAIだと思ってました汗風力などの再生可能エネルギーに取り組んでいる企業、または開発や発展に携われる企業について知りたいです。
36405,説明させていただいている中で気付いたのですが、概要と内容を1度分けてから説明する方が私は得意みたいです。
36408,通訳系の仕事をしたいのですが、今でも間に合う企業があれば教えてください！
36415,ありがとうございます。急な申し込みにもかかわらずご対応くださり誠にありがとうございます、
36417,こんにちはそうですよね、予定を変えようと思います。ちなみに企業を大阪の方まで広げることは可能ですか？
36423,期間にこだわりは無いのですが、内容には多少拘ると思います。
36425,ご紹介いただき、ありがとうございました。
36426,分かりました、ありがとうございます。お電話での相談が良いですが29日以降なら大丈夫です。
36427,かしこまりました。もし可能であれば鹿児島にアクセスしやすい場所で勤務出来ればと思いご質問させて頂きました。
36428,ありがとうございます！ぜひ自己PRの書き方教えていただきたいです！
36429,美容や教育系などいまは興味がありますが、固定はせずに探してもらえたらありがたいです！
36430,紹介していただいた予定があって参加できないのですが…こちらでエントリーシートの添削などをしていただくことは可能でしょうか？
36431,↑紹介していただいたものは
36432,個人的に応募したインターンで、落ちてしまった企業からエントリーシートについてフィードバックがあったのですが、コツがよくわからなくて…
36443,ご連絡ありがとうございます。よろしくお願い致します。
36444,来春卒業予定で、今から本選考に間に合う企業で大丈夫です。中国語ができます、専攻は異文化コミュニケーションです。業界はホテル、旅行関係、航空会社を希望しています。
36448,非常に勉強になりました。今後どの業界に行くか考える上でも参考にしていきたいと思います。はい。宜しくお願い致します。
36449,ありがとうございます。30日の14:00から電話可能です。
36451,どうやったらアメリカで就職できるのでしょうか？
36453,今はとりあえずインターンは探していないので大丈夫です。ありがとうございます。
36455,こんにちは。安永隼馬(やすながはゆま)と申します。牧野さんの紹介でjpホールディングスのインターンを希望します。よろしくお願いします。
36456,ありがとうございます。嬉しいです！！はい、ありがとうございます！！
36459,今日希望をメールにて送らせていただきました。
36460,ありがとうございます。自身の強みが伝え切れたかどうかは正直微妙なところですが、ある程度緊張せずに出来たと思います。
36463,ご連絡ありがとうございます！詳細の件かしこまりました。当日何卒、よろしくお願い致します。
36481,ご連絡ありがとうございます。参加を検討したいと思いますので、選考方法や締切など応募詳細を送っていただけますでしょうか。
36485,ありがとうございます。8月27日のインターンに少し興味があります。、
36486,返信ありがとうございます！ご丁寧な説明痛み入ります。僕は今大学二年生です！
36493,どのような考え方をして今まで生きてきたかを中高から順を追って聞いていく感じですね。単純に学業で力を入れた事などを聞かれる事はありませんでした。
36496,短期のものでお願い致します。
36500,ぜひ教えていただきたいです！よろしくお願いします。
36501,また、freebit株式会社の事業部長面接、合格することができました。9/1に最終面接を受けることになりました！アドバイス頂きまして本当に有り難うございまし（；＿；）
36502,ました（；＿；）！
36504,非常に興味はあるのですが、18時から他のインターンの説明会を予約しており完全に18時までやるとなるとかなり厳しいと感じます。
36511,おはようございます。今メールのやり取りにて日程を決めている段階なので決まり次第お伝えしたいと思います。
36512,"面接日は決まっておりません。ES,PS提出、WEBテスト受験後、面接日が決まる予定です。ぜひ、模擬面接をお願いしたいです。"
36513,こんにちは。ご連絡ありがとうございます。質問なのですが、面接は何回あるのでしょうか。
36523,よろしくお願いします！
36540,予定が重なっていて、参加できそうにありません。
36541,興味はありますが。
36549,興味がないるので、情報をいただけますでしょうか？
36559,ありがとうございます！！
36561,フィードバックにあったことを改善するには文字数が少なくて、どのように改善すれば良かったのかつかめずにいます…
36565,失礼しました。興味があるので情報をいただけますでしょうか？
36571,途中退場が認められるのであれば是非参加させていただければと存じます。
36572,ありがとうございます！とても興味あります！
36573,ZUUの1DAYインターンいけたらいきたいです！
36582,素晴らしいとしか言いようがないです恐れ入ります語彙力、要約する力は私の弱点でもあります。。
36607,せっかくご紹介いただいたのですが、その日はすでに予定が入っておりまして行くことができません。
36608,詳しく教えてください
36615,はい。お願いします。
36619,以前質問にあった事なんですが、興味を持っている業界はサービスやマスコミ系、運輸です。都合の良さそうな日程は10月以降です。
36623,すっごく行きたいです！ただ土曜日ですか、、、
36624,興味あります
36625,かしこまりました。
36628,大学：慶應義塾大学学年：学部3年専攻：総合政策学部、アジア開発専攻このサービスを知ったキッカケ：知人の紹介
36636,ご連絡ありがとうございます。大変興味はあるのですが、9月には留学先に戻ってしまっていますので、残念ながら参加できません。
36639,来年1月に帰国しますので、1月以降のインターン・説明会の情報がありましたら随時お知らせ下さい！
36646,9月17日に予定があるので参加できそうにないです…ご連絡ありがとうございます！
36655,そうですよね、、少し検討させていただけますか？お時間どのくらいいただけますか？
36657,曖昧で申し訳ありません。短期で2days以上です。よろしくお願いいたします。
36658,ありがとうございます。いまのところ特にないです！
36660,"かしこまりました。今のところ、8/29,30日の16時以降以外であれば、来週はいつでも時間があります。できれば午前中に設定していただけると有り難いです。"
36661,はい！ありがとうございます！
36664,はい。ぜひお願いします！
36665,えー、9/2金曜日の14:30からの面接で決まりそうです！！ご確認お願いします
36692,無事就職活動を終えました。応援ありがとうございました！
36700,もし９月以降でも映像関係でインターンシップを行っていますならば、そちらもお話を聞けたらなと思っています。
36707,就活終わりました！
36709,コクヨの面接に合格しエンジニアインターン行けることになりました!
36715,大丈夫です。よろしくお願いいたします。
36717,ですが日清にES出したのですが通りませんでした。
36720,また、会社選びをする際に個人的には福利厚生を重視したいのですが企業の福利厚生などはどのように調べたらよいのでしょうか？
36723,夏のインターンエントリーに関しては全体的に自分の悪い面が多く出てしまいました
36725,ES、Webテストをギリギリまでやらなかったことにより申し込み忘れたり
36727,ESの添削を頼むこと、Webテストの対策をするべきでした
36729,またグループディスカッションを経験できなかったのもやっちまったという感じです
36733,気にかけていただいて本当にありがとうございます(*^^*)
36736,ありがとうございます！最終選考の結果待ちの状況です(^○^)相談乗っていただきありがとうございました！！
36737,ありがとうございます！
36738,大変丁寧に答えていただき、ありがとうございます！！直してみます
36739,18卒生は17卒制と同じスケジュールでの就活になると思いますが
36740,17卒生で現在まだ内定が取れてないという方も多くいると聞きます
36741,一方6月前には内々定が出てるという人もいますが
36742,そこの明暗を分ける要因は何なのでしょうか?
36744,こんにちは！昨日今日と株式会社ナガセさんのインターンに参加してきました！いつも以上に頭を使う内容で、とても充実しています！
36746,ありがとうございます！
36747,新たなインターンのご紹介ありがとうございます！今の所IT企業にはあまり興味がないのですが。。日程的なことも含めて少し難しいかもしれません。。
36751,なるほど勉強になります！
36752,よろしくお願いいたします！
36753,ありがとうございます！さっそくoffice関連の勉強にも取り掛かろうと思います。
36754,ありがとうございます無事にきまりました！
36767,大丈夫ですよろしく続きをお願いします！
36773,ありがとうございます！もし受かってたらまたご連絡させていただきますね(^○^)
36774,こちらこそ、よろしくお願いいたします。わかりました。準備しておきます。
36775,了解しましたありがとうございます！
36777,わかりましたー！
36778,自己分析は完璧ではないですがやっているので、自分が意識すべきは活動量のようです!
36779,ごめんなさい！大事な用事なので。
36780,ＫＰＭＧのインターン、難しかったですが、非常にためになりました。紹介してくださってありがとうございました！
36781,わかりました、お世話になったのでぜひ広めようと思います！
36783,合わせて長期インターンも参加してみたいと考えているのでピックアップしていただけるとありがたいです
36784,申し訳ありません、この２つにはあまり興味が持てませんでした。10月も含めて構いませんので、この他の業界でもう一度提案していただいてもよろしいでしょうか。
36785,興味あります！
36786,1週間後に留学するので就職活動は全くしてません、
36788,コンサルタント
36789,朝でよろしければ大丈夫だと思います！！
36790,9月に大阪で長期のインターンが入ってしまって…面白そうなのですが、参加は難しいです…
36791,こんばんは。この間出したところは筆記試験で落ちてしまいました。ですが、来週違う会社の筆記試験と面接があります。自信はないです。落ち込み中です。
36792,無事内定をいただいて、就職活動を終えることができました。これまで本当にお世話になりました。
36793,初めまして！・慶應義塾大学・3年・総合政策学部 経営学専攻・知人の紹介（長岡里奈）
36794,こんばんは！今1番気になっている企業は安川電機です。ありがとうございます！
36796,おはようございます。こんな感じです。。
